Item_to_craft,a,item_id_1,b,item_id_2,c,item_id_3,d,item_id_4,e,item_id_5,f,item_id_6,g,item_id_7,h,item_id_8
1335,1,1463,5,1527,,,,,,,,,,,,
1337,1,1463,5,1529,,,,,,,,,,,,
1338,1,1463,5,1528,,,,,,,,,,,,
1340,1,1463,5,1534,,,,,,,,,,,,
1341,1,1463,5,1531,,,,,,,,,,,,
1342,1,1463,5,1532,,,,,,,,,,,,
1343,1,1463,5,1533,,,,,,,,,,,,
1345,1,1463,5,1535,,,,,,,,,,,,
1346,1,1463,5,1536,,,,,,,,,,,,
1347,1,1463,5,1537,,,,,,,,,,,,
1348,1,1463,5,1538,,,,,,,,,,,,
1350,1,1335,8,460,10,311,,,,,,,,,,
1351,1,748,1,420,8,471,8,460,12,473,,,,,,
1352,1,420,1,2585,10,303,12,2584,20,417,,,,,,
1353,1,420,2,1002,6,472,8,434,8,473,,,,,,
1354,1,420,5,435,5,449,8,2358,8,474,12,303,,,,
1355,1,420,5,2357,8,460,10,473,20,303,,,,,,
1356,1,312,2,526,10,303,,,,,,,,,,
1357,1,218,1,1102,2,350,4,1337,5,471,,,,,,
1359,1,134,1,1660,4,1345,5,1343,5,313,5,449,,,,
1360,1,748,2,437,3,2358,3,472,5,473,,,,,,
1361,1,463,1,747,2,437,4,476,4,473,,,,,,
1362,1,334,3,472,5,1462,5,445,5,1345,10,350,,,,
1363,2,474,4,476,4,471,5,303,10,437,,,,,,
1364,1,463,3,472,4,460,4,2358,5,476,,,,,,
1365,2,472,2,461,4,473,4,435,,,,,,,,
1366,1,138,5,312,6,2358,,,,,,,,,,
1367,3,471,3,473,4,2358,6,434,10,303,,,,,,
1368,2,310,2,460,4,476,5,473,,,,,,,,
1369,3,476,4,446,4,441,4,443,5,303,,,,,,
1370,1,466,2,6458,2,750,5,474,,,,,,,,
1371,4,443,4,303,4,473,4,446,4,460,,,,,,
1372,1,746,2,1129,8,1924,10,7016,10,7013,,,,,,
1373,4,441,5,472,5,471,5,443,6,442,,,,,,
1374,4,443,4,441,4,312,5,473,5,303,,,,,,
1375,3,446,3,476,3,460,6,443,,,,,,,,
1376,2,446,3,472,6,449,8,350,,,,,,,,
1377,1,461,3,445,3,444,5,471,8,460,,,,,,
1378,1,472,10,303,10,441,10,473,,,,,,,,
1379,1,449,1,271,3,1338,5,1348,15,312,,,,,,
1383,1,6457,1,747,1,748,1,746,4,461,4,472,,,,
1393,1,2304,1,746,1,747,3,441,4,471,4,472,,,,
1399,3,474,4,444,4,441,,,,,,,,,,
1403,2,446,5,312,5,460,5,442,6,303,,,,,,
1404,1,2251,1,750,1,748,4,470,4,461,,,,,,
1405,1,1460,1,311,2,594,4,593,8,428,8,421,,,,
1406,1,311,1,1460,4,594,6,593,8,395,8,380,,,,
1426,1,483,5,1335,10,444,10,111,,,,,,,,
1427,1,747,1,746,5,441,8,476,8,471,12,473,,,,
1429,1,444,2,474,4,442,4,312,,,,,,,,
1430,2,444,2,474,4,442,4,312,,,,,,,,
1431,1,1429,1,474,1,444,2,312,2,442,,,,,,
1432,4,473,4,476,8,444,8,312,,,,,,,,
1433,1,746,1,747,6,449,6,303,6,460,6,472,,,,
1435,1,470,3,1526,3,1535,3,1533,10,350,10,449,10,444,,
1436,1,467,5,313,5,449,15,379,,,,,,,,
1438,1,1439,2,395,,,,,,,,,,,,
1439,10,303,15,312,,,,,,,,,,,,
1461,1,1468,1,311,10,365,,,,,,,,,,
1462,1,311,1,1468,1,752,4,310,,,,,,,,
1474,1,467,1,315,1,465,1,466,2,446,3,313,,,,
1476,1,467,2,546,2,545,9,431,14,350,,,,,,
1477,1,748,2,746,3,747,5,460,5,472,,,,,,
1478,2,463,10,471,11,444,11,445,12,461,,,,,,
1479,1,747,1,431,1,748,3,2358,3,476,,,,,,
1480,2,463,8,471,8,442,8,443,8,461,,,,,,
1481,1,463,4,460,4,476,8,442,8,443,,,,,,
1482,1,464,8,445,8,460,8,444,8,461,,,,,,
1483,1,308,2,445,4,443,8,442,,,,,,,,
1484,2,312,2,441,4,473,,,,,,,,,,
1485,1,471,1,158,2,442,7,444,,,,,,,,
1486,4,471,4,460,4,428,,,,,,,,,,
1487,1,350,2,887,2,304,2,486,9,901,,,,,,
1489,1,843,2,471,3,445,3,444,,,,,,,,
1490,1,442,1,444,10,441,,,,,,,,,,
1491,1,313,1,1476,1,465,10,449,10,2358,,,,,,
1493,1,463,3,443,3,445,,,,,,,,,,
1494,1,463,2,312,3,441,,,,,,,,,,
1495,1,466,2,464,2,445,2,461,6,444,,,,,,
1496,2,460,3,442,3,476,3,312,,,,,,,,
1497,2,350,2,441,2,464,4,444,,,,,,,,
1498,2,464,2,441,2,444,4,350,,,,,,,,
1499,1,467,2,750,3,746,4,444,4,313,4,442,,,,
1500,1,650,2,409,3,882,4,1141,6,1690,,,,,,
1503,1,132,1,461,1,1526,10,441,,,,,,,,
1504,4,441,4,476,5,473,5,446,,,,,,,,
1520,1,431,10,476,,,,,,,,,,,,
1526,1,412,1,1634,4,415,,,,,,,,,,
1527,1,411,1,1634,4,414,,,,,,,,,,
1528,1,1142,1,1634,4,1141,,,,,,,,,,
1529,1,1634,1,413,4,416,,,,,,,,,,
1531,1,1634,1,1455,4,1464,,,,,,,,,,
1532,1,1634,1,1458,4,1466,,,,,,,,,,
1533,1,1457,1,1634,4,1465,,,,,,,,,,
1534,1,1456,1,1634,4,1467,,,,,,,,,,
1535,1,1634,1,846,4,843,,,,,,,,,,
1536,1,844,1,1634,4,1129,,,,,,,,,,
1537,1,845,1,1634,4,842,,,,,,,,,,
1538,1,847,1,1634,4,308,,,,,,,,,,
1539,1,431,5,460,,,,,,,,,,,,
1542,1,495,2,793,,,,,,,,,,,,
1559,1,464,1,1660,10,434,10,1610,10,437,,,,,,
1560,1,431,18,303,,,,,,,,,,,,
1561,1,431,9,460,,,,,,,,,,,,
1562,1,431,5,474,,,,,,,,,,,,
1563,1,463,10,312,,,,,,,,,,,,
1564,1,463,5,444,,,,,,,,,,,,
1565,1,463,8,442,,,,,,,,,,,,
1568,1,2451,1,2453,10,384,,,,,,,,,,
1569,1,2274,10,313,10,446,10,350,,,,,,,,
1570,1,433,1,430,10,310,,,,,,,,,,
1587,1,454,2,793,,,,,,,,,,,,
1588,1,494,2,793,,,,,,,,,,,,
1589,1,500,2,793,,,,,,,,,,,,
1590,1,493,2,793,,,,,,,,,,,,
1591,1,579,2,793,,,,,,,,,,,,
1592,1,491,2,793,,,,,,,,,,,,
1593,1,498,2,793,,,,,,,,,,,,
1594,1,499,2,793,,,,,,,,,,,,
1595,1,496,2,793,,,,,,,,,,,,
1596,1,497,2,793,,,,,,,,,,,,
1597,1,492,2,793,,,,,,,,,,,,
1598,1,1473,2,793,,,,,,,,,,,,
1599,1,951,2,793,,,,,,,,,,,,
1600,1,577,2,793,,,,,,,,,,,,
1601,1,922,2,793,,,,,,,,,,,,
1602,1,836,1,1660,2,1610,3,1611,,,,,,,,
1619,1,464,1,1660,5,1612,5,1610,5,1611,,,,,,
1620,2,1612,2,1610,25,435,25,437,25,434,,,,,,
1621,1,1663,4,486,4,304,4,1455,,,,,,,,
1622,1,1663,4,486,4,1456,4,304,,,,,,,,
1623,1,1663,4,1457,4,304,4,486,,,,,,,,
1624,1,1455,3,883,3,304,,,,,,,,,,
1636,1,545,10,313,10,441,10,472,10,461,,,,,,
1637,1,545,17,472,17,441,17,461,17,313,,,,,,
1638,1,545,20,461,20,441,20,472,20,313,,,,,,
1639,1,545,25,461,25,472,25,441,25,313,,,,,,
1640,2,546,13,2357,13,350,13,445,13,446,,,,,,
1641,2,546,15,2357,15,350,15,445,15,446,,,,,,
1642,1,1520,2,793,,,,,,,,,,,,
1643,1,1562,2,793,,,,,,,,,,,,
1644,1,1561,2,793,,,,,,,,,,,,
1645,1,1539,2,793,,,,,,,,,,,,
1646,1,1560,2,793,,,,,,,,,,,,
1647,1,1563,2,793,,,,,,,,,,,,
1648,1,1564,2,793,,,,,,,,,,,,
1649,1,1565,2,793,,,,,,,,,,,,
1650,2,466,20,350,20,446,20,2357,20,445,,,,,,
1651,2,466,20,313,20,446,20,445,20,2357,,,,,,
1656,1,445,2,443,3,444,3,441,,,,,,,,
1657,2,445,2,441,3,444,3,443,,,,,,,,
1661,1,474,1,461,1,445,2,444,15,463,,,,,,
1662,1,461,1,445,1,474,3,444,6,464,,,,,,
1665,1,486,1,887,1,883,1,884,3,880,3,1613,,,,
1666,1,1613,1,1406,1,3207,3,1663,10,2584,20,417,,,,
1667,4,1663,8,887,10,2275,10,1613,10,648,12,486,,,,
1668,2,1613,4,1663,4,887,10,901,10,2511,12,486,,,,
1669,1,1667,1,901,1,316,1,465,2,487,2,2271,3,1613,,
1686,1,368,10,381,,,,,,,,,,,,
1687,20,364,20,380,,,,,,,,,,,,
1688,1,757,20,362,,,,,,,,,,,,
1689,10,311,20,363,,,,,,,,,,,,
1692,10,365,10,307,,,,,,,,,,,,
1693,1,651,1,880,1,1691,1,882,1,1694,4,649,,,,
1695,1,1696,1,840,1,1691,2,880,10,409,10,418,10,1690,,
1697,10,881,10,885,,,,,,,,,,,,
1698,5,301,20,881,,,,,,,,,,,,
1699,18,885,18,881,18,388,,,,,,,,,,
1700,1,2273,1,2271,5,1889,5,301,,,,,,,,
1701,4,486,4,388,8,444,8,443,,,,,,,,
1702,10,646,25,885,25,881,,,,,,,,,,
1703,2,882,2,418,2,409,20,384,20,301,,,,,,
1704,1,651,2,1690,2,649,2,418,4,1670,4,415,,,,
1705,1,416,1,418,1,388,1,1141,,,,,,,,
1707,4,2550,8,1663,11,2551,12,7030,21,2528,27,1890,,,,
1712,2,793,3,593,5,395,5,380,,,,,,,,
1713,3,594,3,793,5,593,10,395,10,380,,,,,,
1720,1,2664,1,1663,2,310,5,883,5,1664,,,,,,
1737,1,285,1,286,1,534,1,311,1,690,,,,,,
1738,1,405,1,534,1,311,,,,,,,,,,
1739,1,1535,2,2254,2,1610,5,474,5,449,6,1018,10,2358,,
1741,1,395,1,1183,1,7059,1,580,1,1405,1,793,1,7018,,
1742,1,1183,1,1405,1,580,1,793,1,395,1,1713,10,7018,10,7059
1751,1,1750,,,,,,,,,,,,,,
1752,1,1751,1,1973,1,1731,,,,,,,,,,
1753,1,1973,1,1731,2,1751,,,,,,,,,,
1755,1,1754,,,,,,,,,,,,,,
1756,1,1731,1,1973,1,1755,,,,,,,,,,
1758,1,1757,,,,,,,,,,,,,,
1760,1,1759,,,,,,,,,,,,,,
1761,1,603,,,,,,,,,,,,,,
1763,1,1762,,,,,,,,,,,,,,
1764,1,1731,1,1758,,,,,,,,,,,,
1765,1,1731,2,1758,,,,,,,,,,,,
1766,1,1731,1,1760,,,,,,,,,,,,
1767,1,1730,1,1761,1,1736,,,,,,,,,,
1768,1,1736,1,1730,2,1761,,,,,,,,,,
1769,1,1763,1,1736,,,,,,,,,,,,
1780,1,1779,,,,,,,,,,,,,,
1781,1,598,,,,,,,,,,,,,,
1783,1,1782,,,,,,,,,,,,,,
1785,1,1784,,,,,,,,,,,,,,
1787,1,1786,,,,,,,,,,,,,,
1789,1,1788,,,,,,,,,,,,,,
1791,1,1790,,,,,,,,,,,,,,
1793,1,1792,,,,,,,,,,,,,,
1795,1,1794,,,,,,,,,,,,,,
1797,1,1796,,,,,,,,,,,,,,
1798,1,600,,,,,,,,,,,,,,
1800,1,1799,,,,,,,,,,,,,,
1802,1,1801,,,,,,,,,,,,,,
1804,1,1803,,,,,,,,,,,,,,
1806,1,1805,,,,,,,,,,,,,,
1808,1,1807,,,,,,,,,,,,,,
1809,1,1974,1,1780,2,1758,2,1736,3,1731,10,1730,,,,
1810,2,1758,2,1780,2,1974,4,1731,4,1736,10,1730,,,,
1811,1,1781,1,1973,,,,,,,,,,,,
1812,1,1973,2,1781,,,,,,,,,,,,
1813,1,1736,1,1783,,,,,,,,,,,,
1814,1,1736,2,1783,,,,,,,,,,,,
1815,1,1785,2,1975,3,1731,4,1736,5,380,6,1973,,,,
1816,2,1785,3,1975,4,1731,5,1736,7,380,8,1973,,,,
1817,1,1731,1,1797,2,1730,2,1736,,,,,,,,
1818,1,1731,1,1795,2,1730,2,1736,,,,,,,,
1819,2,1730,2,1795,2,1736,2,1731,,,,,,,,
1820,1,1798,2,1736,2,1973,4,1731,,,,,,,,
1821,2,1736,2,1798,4,1973,8,1731,,,,,,,,
1822,1,1802,4,1731,4,1736,4,395,4,1973,4,1730,,,,
1823,2,1802,6,1973,6,1731,6,1730,6,395,6,1736,,,,
1824,1,1804,4,395,4,1973,4,1730,4,1731,4,1736,,,,
1825,1,1806,2,1736,2,1973,,,,,,,,,,
1826,2,1806,2,1973,3,1736,,,,,,,,,,
1827,1,1808,2,1973,2,1736,,,,,,,,,,
1828,1,1974,1,1793,2,1736,2,1757,3,1731,10,1730,,,,
1829,1,1787,1,1973,,,,,,,,,,,,
1830,1,1736,1,1791,,,,,,,,,,,,
1831,1,1789,2,1975,3,1731,4,1736,5,380,6,1973,,,,
1832,1,1845,2,1736,,,,,,,,,,,,
1833,2,1845,3,1736,,,,,,,,,,,,
1834,1,1976,2,1736,,,,,,,,,,,,
1835,1,1848,2,1731,2,1736,2,1730,2,598,,,,,,
1836,2,1848,3,1730,3,1736,3,1731,3,598,,,,,,
1837,1,1851,2,1736,2,1731,2,598,2,1730,,,,,,
1838,1,1977,1,1852,4,1730,4,1731,4,1973,4,1736,4,1975,,
1839,1,1977,2,1852,6,1736,6,1731,6,1973,6,1975,6,1730,,
1840,1,1854,4,1736,6,1730,6,1731,6,1974,6,1975,,,,
1845,1,1844,,,,,,,,,,,,,,
1848,1,1847,,,,,,,,,,,,,,
1851,1,1849,,,,,,,,,,,,,,
1852,1,602,,,,,,,,,,,,,,
1854,1,1853,,,,,,,,,,,,,,
1859,1,1800,2,1736,2,1973,4,1731,,,,,,,,
1882,1,1772,1,1778,1,1776,1,1774,,,,,,,,
1904,1,2511,5,847,5,1891,10,308,10,881,,,,,,
1908,1,2479,1,6475,2,6458,3,6457,20,901,20,2275,,,,
1910,1,2464,1,2285,1,2503,3,2248,5,2286,6,2321,,,,
1947,1,1973,1,1987,,,,,,,,,,,,
1948,1,1988,7,1973,,,,,,,,,,,,
1949,1,1990,1,1730,,,,,,,,,,,,
1950,1,1991,2,1730,,,,,,,,,,,,
1951,1,1992,3,1730,,,,,,,,,,,,
1952,1,1993,1,311,2,1730,,,,,,,,,,
1953,1,1994,3,385,5,1730,,,,,,,,,,
1954,1,1731,1,1973,1,1995,,,,,,,,,,
1955,1,1997,2,1731,2,1973,,,,,,,,,,
1956,1,1998,3,1731,3,1973,,,,,,,,,,
1957,1,1999,4,1731,4,1973,,,,,,,,,,
1958,1,2014,4,1730,4,1731,4,1975,,,,,,,,
1959,1,2015,5,1730,5,1975,5,1731,,,,,,,,
1960,1,2016,5,1975,5,1731,5,1730,,,,,,,,
1961,1,2017,6,1731,6,1975,6,1730,,,,,,,,
1962,1,2000,2,1978,2,1977,4,1973,,,,,,,,
1963,1,2001,2,1977,3,1978,5,1973,,,,,,,,
1964,1,2002,3,1978,3,1977,6,1973,,,,,,,,
1965,1,2003,5,1978,5,1977,7,1973,,,,,,,,
1966,1,2004,1,1974,2,1978,,,,,,,,,,
1967,1,2005,3,1974,3,1978,,,,,,,,,,
1968,1,2006,4,1978,5,1974,,,,,,,,,,
1969,1,2007,5,1978,8,1974,,,,,,,,,,
1970,1,2008,1,394,2,311,2,1978,2,1730,,,,,,
1971,1,2009,2,311,3,394,4,1730,4,1978,,,,,,
1972,1,2010,2,311,4,394,6,1978,6,1730,,,,,,
1976,1,1846,,,,,,,,,,,,,,
1987,1,1896,2,1986,,,,,,,,,,,,
1988,1,1897,2,1986,,,,,,,,,,,,
1989,1,1933,2,1986,,,,,,,,,,,,
1990,1,1898,1,1986,,,,,,,,,,,,
1991,1,1986,1,1899,,,,,,,,,,,,
1992,1,1900,1,1986,,,,,,,,,,,,
1993,1,1983,1,1915,1,1986,,,,,,,,,,
1994,1,1916,2,1983,4,1986,,,,,,,,,,
1995,1,1983,1,1911,1,1986,,,,,,,,,,
1997,1,1912,2,1983,2,1986,,,,,,,,,,
1998,1,1913,3,1983,3,1986,,,,,,,,,,
1999,1,1914,4,1986,4,1983,,,,,,,,,,
2000,1,1902,1,1985,1,1983,1,1986,,,,,,,,
2001,1,1985,1,1903,2,1983,2,1986,,,,,,,,
2002,1,1905,2,1985,2,1983,3,1986,,,,,,,,
2003,1,1901,3,1986,3,1983,3,1985,,,,,,,,
2004,1,1984,1,1917,2,1983,2,1986,,,,,,,,
2005,1,1918,2,1984,2,1983,3,1986,,,,,,,,
2006,1,1921,3,1983,3,1984,4,1986,,,,,,,,
2007,1,1919,4,1984,5,1983,5,1986,,,,,,,,
2008,1,2012,1,1986,1,1927,1,1985,,,,,,,,
2009,1,1985,1,1929,2,2012,3,1986,,,,,,,,
2010,1,1930,2,1985,3,2012,4,1986,,,,,,,,
2013,1,1989,4,1973,,,,,,,,,,,,
2014,1,1985,1,1922,2,2012,2,1984,4,1986,,,,,,
2015,1,1985,1,1923,2,2012,2,1984,4,1986,,,,,,
2016,1,1924,2,1985,3,1984,3,2012,4,1986,,,,,,
2017,1,1926,3,1985,4,2012,4,1984,4,1986,,,,,,
2019,1,2018,,,,,,,,,,,,,,
2020,1,286,1,2019,1,311,,,,,,,,,,
2022,1,2021,,,,,,,,,,,,,,
2024,1,311,1,367,1,286,1,535,,,,,,,,
2025,1,2022,1,367,1,286,1,311,,,,,,,,
2027,1,2026,,,,,,,,,,,,,,
2028,1,311,1,2027,,,,,,,,,,,,
2030,1,2029,,,,,,,,,,,,,,
2031,1,286,1,311,1,2030,,,,,,,,,,
2033,1,2032,,,,,,,,,,,,,,
2034,1,311,1,2033,,,,,,,,,,,,
2037,1,2036,,,,,,,,,,,,,,
2038,1,311,1,2037,1,286,,,,,,,,,,
2061,1,3209,1,2059,5,2060,5,1889,,,,,,,,
2063,1,2058,3,2056,10,1889,15,2060,,,,,,,,
2066,1,463,2,7030,4,2551,5,1890,7,2358,8,2528,,,,
2070,1,2664,1,1675,1,2300,2,430,5,310,,,,,,
2094,1,648,1,6478,1,643,1,653,1,654,,,,,,
2095,1,643,1,6479,5,646,5,1890,,,,,,,,
2096,1,2285,1,6480,5,2277,20,1610,20,420,,,,,,
2097,1,1674,1,2035,20,2661,50,290,50,377,,,,,,
2104,1,2492,2,2465,2,6457,2,6458,5,2286,,,,,,
2183,1,596,2,793,,,,,,,,,,,,
2184,1,1946,2,793,,,,,,,,,,,,
2185,1,1934,2,793,,,,,,,,,,,,
2186,1,1945,2,793,,,,,,,,,,,,
2233,4,887,4,1664,20,2179,30,305,,,,,,,,
2364,1,1336,1,1325,1,1329,1,1339,1,1324,1,1326,,,,
2367,1,2273,5,2511,5,646,5,761,8,445,,,,,,
2368,1,2336,1,2273,5,310,5,2511,8,445,,,,,,
2369,20,2275,20,2511,20,887,20,884,20,304,20,486,20,883,50,965
2370,2,1772,2,2254,5,306,10,594,40,421,,,,,,
2371,1,649,1,2315,1,1890,1,650,2,313,,,,,,
2372,5,2254,5,1778,10,887,10,594,,,,,,,,
2373,1,6441,1,1687,3,1018,4,2275,4,650,10,2357,,,,
2374,2,1692,5,409,10,2275,20,442,20,443,,,,,,
2375,1,2285,10,2551,20,419,20,901,30,2486,100,2286,,,,
2378,1,1334,1,1428,1,1344,1,7051,1,1332,1,1327,,,,
2380,1,426,1,2585,5,424,10,2584,50,417,,,,,,
2381,2,416,2,414,5,2291,5,420,5,1455,5,7222,,,,
2382,1,2501,2,2496,3,2317,4,648,4,2248,,,,,,
2383,1,1686,1,2576,1,2268,1,2281,2,1457,2,2315,,,,
2384,1,2666,20,2275,20,2248,20,2511,20,1890,30,2292,30,313,,
2385,1,2035,2,2253,10,1687,10,2557,20,364,20,594,20,373,,
2386,1,2656,2,2273,3,1688,4,1692,10,424,,,,,,
2387,2,291,3,646,4,2248,4,1894,5,648,6,1890,,,,
2388,1,274,1,420,10,2358,10,313,10,2357,,,,,,
2389,1,276,8,444,10,313,10,2357,10,2358,,,,,,
2390,2,467,10,1775,10,1770,10,1777,10,1773,,,,,,
2391,6,467,6,465,10,313,30,1773,30,1770,30,1775,30,1777,,
2392,1,867,2,844,2,845,2,847,2,846,,,,,,
2393,10,442,10,443,50,367,,,,,,,,,,
2394,4,1774,5,594,10,380,10,437,,,,,,,,
2395,2,2282,4,2268,4,418,4,388,4,2315,,,,,,
2396,1,1891,3,363,,,,,,,,,,,,
2397,2,1652,3,1773,3,1775,4,365,8,2358,,,,,,
2398,1,2656,1,2552,8,444,8,446,8,313,8,350,,,,
2399,1,420,1,1690,2,2358,,,,,,,,,,
2400,1,2667,1,2999,1,840,2,2666,10,1692,20,1890,20,2248,30,313
2403,1,2056,1,2512,2,2511,3,2513,10,1894,,,,,,
2409,1,653,2,415,3,1894,3,650,5,649,,,,,,
2410,3,2250,15,463,20,434,40,435,60,437,,,,,,
2411,1,2448,40,882,100,881,150,384,,,,,,,,
2412,1,648,1,1889,2,2675,5,301,5,415,,,,,,
2413,3,792,5,463,30,435,30,437,30,434,,,,,,
2414,1,2466,10,882,30,885,30,881,80,384,,,,,,
2415,2,412,2,2648,2,446,3,313,4,460,,,,,,
2416,1,383,1,2451,10,304,,,,,,,,,,
2417,1,2250,4,463,5,434,20,435,20,2249,,,,,,
2418,1,2648,1,415,2,442,3,313,4,444,,,,,,
2419,1,2460,1,2463,1,2453,,,,,,,,,,
2420,1,2563,5,463,5,464,20,2249,40,435,,,,,,
2421,3,388,4,883,4,884,4,415,5,2275,,,,,,
2422,1,887,1,2467,10,304,10,884,,,,,,,,
2423,1,2250,10,434,20,435,20,437,25,2249,,,,,,
2424,1,412,2,446,2,442,2,350,3,313,,,,,,
2425,1,384,1,383,1,883,,,,,,,,,,
2426,1,435,1,2249,1,365,1,463,,,,,,,,
2427,1,2605,3,415,5,2275,8,2511,,,,,,,,
2428,5,304,5,884,5,883,50,384,,,,,,,,
2429,1,2250,1,463,10,437,10,434,20,435,,,,,,
2435,2,2511,2,362,2,887,4,2275,4,2271,,,,,,
2438,1,880,1,2411,1,2462,200,882,300,881,400,384,,,,
2440,2,383,2,2465,5,2463,5,2416,15,2453,25,2460,,,,
2441,1,2419,1,2465,4,2453,10,383,10,2463,,,,,,
2442,1,886,1,2422,50,887,70,884,70,883,150,304,,,,
2443,1,2425,5,2465,10,383,10,2463,20,2460,20,2453,,,,
2444,1,2428,1,886,30,887,50,883,50,884,100,304,,,,
2445,1,2414,1,880,200,882,300,885,300,881,500,384,,,,
2446,1,2436,10,995,15,369,20,757,30,368,50,311,,,,
2447,10,757,10,311,20,993,20,369,20,368,20,995,,,,
2469,2,2241,2,2437,2,2242,2,370,100,368,100,757,,,,
2470,5,368,5,757,6,995,6,994,6,993,10,311,,,,
2471,1,2436,5,995,10,994,15,757,15,368,20,369,,,,
2472,1,996,8,369,10,995,10,993,10,994,15,757,,,,
2473,1,945,1,936,,,,,,,,,,,,
2474,3,1019,4,8248,,,,,,,,,,,,
2475,4,112,4,121,,,,,,,,,,,,
2476,3,298,3,297,,,,,,,,,,,,
2477,2,255,2,259,,,,,,,,,,,,
2478,2,70,2,77,,,,,,,,,,,,
2485,1,6797,2,594,15,593,15,395,25,421,,,,,,
2489,1,6795,2,374,10,380,10,373,25,395,,,,,,
2498,1,6789,2,307,5,306,25,533,30,421,,,,,,
2529,1,1468,2,441,2,442,,,,,,,,,,
2530,20,2610,20,2613,20,2611,20,2609,60,1002,100,2618,,,,
2531,20,2630,150,2613,150,2610,150,2609,150,2611,200,2618,,,,
2532,1,2619,150,2613,150,2618,150,2609,150,2611,150,2610,,,,
2534,1,1889,1,301,2,2675,5,648,5,414,,,,,,
2535,1,653,2,414,3,650,3,1894,5,649,,,,,,
2537,1,2605,3,414,5,2275,8,2511,,,,,,,,
2538,1,1468,2,444,2,443,2,445,,,,,,,,
2539,2,476,2,473,,,,,,,,,,,,
2540,2,461,2,460,2,471,,,,,,,,,,
2541,1,1468,1,431,2,350,2,313,2,446,,,,,,
2543,1,2250,1,472,2,449,2,474,,,,,,,,
2544,1,2056,2,2463,20,1889,30,2060,100,2179,,,,,,
2545,1,1692,1,2063,1,2056,10,1889,12,2060,,,,,,
2546,1,2058,1,2056,5,2060,5,1889,,,,,,,,
2547,8,2059,10,2285,10,1892,20,1692,50,1690,80,1889,80,646,80,2675
2587,1,312,3,473,,,,,,,,,,,,
2589,1,476,3,441,,,,,,,,,,,,
2590,1,442,3,476,5,312,,,,,,,,,,
2592,1,350,1,476,2,449,3,2358,5,442,,,,,,
2593,1,350,2,443,2,461,3,444,3,2357,,,,,,
2595,2,471,3,474,4,2305,7,431,10,450,10,2304,,,,
2597,1,2634,3,461,3,2357,3,449,5,312,5,442,,,,
2600,1,470,1,578,1,545,4,313,4,446,5,2357,,,,
2601,3,445,5,443,5,474,5,449,5,2357,5,350,,,,
2603,2,479,5,446,5,441,6,2358,10,472,10,313,,,,
2604,1,2484,2,470,8,449,10,461,10,313,,,,,,
2606,1,544,1,1535,10,7925,10,460,10,473,12,312,,,,
2608,1,2634,5,7013,5,2357,5,470,5,461,10,350,,,,
2612,1,2484,1,465,5,602,10,2357,10,446,10,445,10,461,,
2614,5,474,10,470,10,2357,10,7013,10,449,10,350,,,,
2615,5,7013,5,2357,5,441,5,471,10,313,10,442,,,,
2616,1,467,1,315,1,920,1,465,10,2358,10,445,10,2357,,
2629,1,2999,1,2998,4,840,4,2667,10,1894,10,650,10,1141,10,416
2635,1,531,1,286,1,583,1,582,1,529,1,586,1,311,,
2636,1,1896,1,285,1,582,1,286,1,311,1,587,1,531,1,583
2637,2,2358,2,2323,2,2516,10,350,,,,,,,,
2638,2,466,5,2358,5,2528,5,2490,5,2316,5,350,,,,
2639,1,2664,1,2494,2,316,5,2528,5,2598,10,350,10,2358,,
2640,1,6919,2,1674,10,426,20,377,22,290,,,,,,
2641,1,6922,1,1674,1,6921,20,377,20,290,,,,,,
2655,1,2525,1,1892,1,2622,5,2285,10,2511,10,2059,10,887,10,2275
2677,1,2622,1,2621,2,2271,4,998,10,2511,10,1613,30,1663,,
2678,1,2618,3,2624,5,997,10,883,10,1002,,,,,,
2681,1,2611,1,465,10,446,10,444,10,2511,10,2275,,,,
2683,1,2613,1,465,10,2511,10,446,10,444,10,2275,,,,
2685,1,2609,1,465,10,444,10,2511,10,446,10,2275,,,,
2687,1,2610,1,465,10,2275,10,2511,10,444,10,446,,,,
2688,1,2605,1,2607,2,2275,10,1018,10,2602,10,442,,,,
2689,1,2511,1,2588,4,2179,10,2599,,,,,,,,
2710,1,2586,1,2591,1,2598,4,2179,10,312,,,,,,
2803,1,2303,5,379,,,,,,,,,,,,
2804,1,2805,2,651,2,292,10,291,10,438,10,2511,10,2575,,
2807,1,1696,1,2806,1,2582,10,440,10,1691,10,2577,20,438,30,2275
2808,1,487,1,477,1,316,2,2644,2,479,4,2643,20,313,,
2809,1,1675,1,430,1,485,1,2323,4,310,,,,,,
2810,1,1672,1,2574,2,2572,2,2573,,,,,,,,
2811,1,2285,1,2493,2,2248,5,2286,5,2321,10,443,,,,
3203,1,465,1,747,1,6457,2,746,4,1129,4,842,,,,
3206,1,2464,1,2282,1,2278,1,2503,1,2480,2,2513,,,,
3207,5,417,10,441,10,444,,,,,,,,,,
3356,1,747,4,2358,5,444,5,476,5,313,10,473,,,,
3357,1,431,1,746,5,446,5,474,5,472,,,,,,
3647,2,6458,2,6457,2,466,2,750,10,479,10,2358,10,470,,
3648,2,316,3,6457,3,749,5,1612,5,1610,10,2357,10,461,,
3649,1,316,2,1660,2,467,3,6457,4,750,10,1610,15,449,,
