item_id,item_name,category_id,category_name
1599,Potion d'oubli de métier : Tailleur,44,Potion d'oubli de métier
1600,Potion d'oubli de métier : Paysan,44,Potion d'oubli de métier
1601,Potion d'oubli de métier : Forgeur de Haches,44,Potion d'oubli de métier
1602,Abranneau Sombre,9,Anneau
1603,Potion d'oubli de Maitrîse : Dagues,45,Potion d'oubli de maîtrise
1604,Potion d'oubli de Maitrîse : Epée,45,Potion d'oubli de maîtrise
1605,Potion d'oubli de Maitrîse : Arc,45,Potion d'oubli de maîtrise
1606,Potion d'oubli de Maitrîse : Baguette,45,Potion d'oubli de maîtrise
1607,Potion d'oubli de Maitrîse : Marteau,45,Potion d'oubli de maîtrise
1608,Potion d'oubli de Maitrîse : Pelles,45,Potion d'oubli de maîtrise
1609,Potion d'oubli de Maitrîse : Bâton,45,Potion d'oubli de maîtrise
1610,Ecorce d'Abraknyde Sombre,96,Ecorce
1611,Bourgeon d'Abraknyde Sombre,108,Bourgeon
1612,Racine d'Abraknyde Sombre,98,Racine
1613,Ecaille de Chef Crocodaille,59,Peau
1614,Dents de Chef Crocodaille,47,Os
1619,L'Abramu,1,Amulette
1620,Abrarc,2,Arc
1621,Bottes de Maîtrise,11,Botte
1622,Bottes de Puissance,11,Botte
1623,Bottes d'Anticipation,11,Botte
1624,Bottes de Nexus,11,Botte
1625,La légende du Croqueur,25,Document
1626,Encyclopédie d'Alchimie Annexe A : Métiers,25,Document
1628,Artefact Feu,9,Anneau
1629,Artefact Terre,9,Anneau
1630,Artefact Air,9,Anneau
1631,Artefact Eau,9,Anneau
1632,Artefact Lumière,9,Anneau
1633,Artefact Vie,9,Anneau
1634,Sphère à Metarias,66,Metaria
1635,Parchemin Vent de panique,25,Document
1636,Petite Etoile du Soir,6,Epée
1637,Etoile du Soir,6,Epée
1638,Brillante Etoile du soir,6,Epée
1639,Immortelle Etoile du soir,6,Epée
1640,Le petit Cutter,6,Epée
1641,Le Cutter,6,Epée
1642,Potion d'oubli de métier : Forgemage de Dagues,44,Potion d'oubli de métier
1643,Potion d'oubli de métier : Forgemage de Haches,44,Potion d'oubli de métier
1644,Potion d'oubli de métier : Forgemage de Marteaux,44,Potion d'oubli de métier
1645,Potion d'oubli de métier : Forgemage d'Epées,44,Potion d'oubli de métier
1646,Potion d'oubli de métier : Forgemage de Pelles,44,Potion d'oubli de métier
1647,Potion d'oubli de métier : Sculptemage d'Arcs,44,Potion d'oubli de métier
1648,Potion d'oubli de métier : Sculptemage de Baguettes,44,Potion d'oubli de métier
1649,Potion d'oubli de métier : Sculptemage de Bâtons,44,Potion d'oubli de métier
1650,Le Grand Cutter,6,Epée
1651,Le Cutter Sanglant,6,Epée
1652,Patte d'Arakne Majeure,103,Patte
1653,Foi de Don Rouann,24,Objet de Quête
1654,Foi de Don Rouann,24,Objet de Quête
1655,Foi de Don Rouann,24,Objet de Quête
1656,Fécaliseur du Magicien,9,Anneau
1657,Fécaliseur du Guerrier,9,Anneau
1660,Ambre d'Abraknyde Sombre,50,Pierre précieuse
1661,Ambramulette Moskito,1,Amulette
1662,Ambramulette Arackne,1,Amulette
1663,Ecaille de Crocodaille,59,Peau
1664,Dent de Crocodaille,47,Os
1665,Bottes d'Apprentissage,11,Botte
1666,Bottes de l'Apprenti Invocateur,11,Botte
1667,Ceinture Luthuthu,10,Ceinture
1668,Ceinture du Dodu Trembleur,10,Ceinture
1669,Ceinture des Vents,10,Ceinture
1670,Plume Pointue de Kwak du Vent,53,Plume
1671,Avoine Magique,34,Céréale
1672,Poils Darits,54,Poil
1673,Patte d'Arakne Magique,103,Patte
1674,Champignon Luidegît,15,Ressource
1675,Os Surprise du Chafer Fantassin,47,Os
1676,Osier Enchanté,15,Ressource
1677,Potion Dantegoulesque,12,Potion
1678,Noix de Kokoko Traumatisée,46,Fruit
1679,Pierre de Crystaloboule,50,Pierre précieuse
1680,Corne Brûlée du Minotoror,47,Os
1681,Peau de Larve Verte Magique,59,Peau
1682,Ecorce de Liroye Merline,96,Ecorce
1683,Sac à Patates Clair,15,Ressource
1684,Sac à Patates Sombre,15,Ressource
1685,Plume du Dernier Poolay,53,Plume
1686,Teinture Magique de Rougeur,70,Teinture
1687,Teinture Magique Verdâtre,70,Teinture
1688,Teinture Magique Bleutée,70,Teinture
1689,Teinture Magique Orange,70,Teinture
1690,Poils du Milimulou,54,Poil
1691,Poils du Meulou,54,Poil
1692,Teinture Magique Sombre,70,Teinture
1693,Cape de Jules Yanos,17,Cape
1694,Laine du Trool Furieux,57,Laine
1695,Cape d'Elya Wood,17,Cape
1696,Etoffe du Meulou,55,Etoffe
1697,Petit Sac en Laine de Boufton,81,Sac à dos
1698,Sac du Petit Récolteur,81,Sac à dos
1699,Sac du Petit Aventurier,81,Sac à dos
1700,Ceinture de Célérité,10,Ceinture
1701,Ceinture de Poche,10,Ceinture
1702,Sac du Récolteur,81,Sac à dos
1703,Sac du Grand Récolteur,81,Sac à dos
1704,Sac du Staca Noviste,81,Sac à dos
1705,Sac de l'Aventurier,81,Sac à dos
1707,Sac du grand aventurier,81,Sac à dos
1709,Nonos,47,Os
1710,Croissant de Lune,1,Amulette
1711,Chienchien,18,Familier
1712,Potion Pahoa Raide,12,Potion
1713,Potion Raide Boule,12,Potion
1715,Le don de Nouwel,25,Document
1716,La famille DuCiel,25,Document
1717,Premier Noël,25,Document
1718,Force de Crocoburio,9,Anneau
1719,Esprit de Crocoburio,11,Botte
1720,Puissance de Crocoburio,10,Ceinture
1721,Potion d'oubli : 'Horloge',43,Potion d'oubli de sort
1722,Transformation Abraknyde,27,Objet de Mutation
1723,Bonbon rouge surpuissant,28,Nourriture boost
1724,Courage,29,Bénédiction
1725,Découragé,30,Malédiction
1726,Touffe de cheveux de Tarche,24,Objet de Quête
1727,Lettre de Menaces,24,Objet de Quête
1728,Chacha,18,Familier
1729,Anneau Mèr,9,Anneau
1730,Mesure de sel,48,Poudre
1731,Dose de jus goûtu,15,Ressource
1732,Bol,15,Ressource
1733,Terrine,15,Ressource
1734,Cerise,46,Fruit
1735,Certificat de Mise en Chanil : Chacha,77,Certificat de mise en chanil
1736,Citron,46,Fruit
1737,Pain des Champs,33,Pain
1738,Pain des Villes,33,Pain
1739,Baguette Affeulante,3,Baguette
1740,Transformation Crocoburio,27,Objet de Mutation
1741,Sang de Phénix,14,Objet de dons
1742,Sang de Phénix de Grand Cru,14,Objet de dons
1744,Touffe de cheveux de Torche,24,Objet de Quête
1745,Seringue de vétérinaire,24,Objet de Quête
1746,Sang de Wabbit GM,24,Objet de Quête
1747,Analyse de sang de Wabbit GM,24,Objet de Quête
1748,Wabbit,18,Familier
1749,Jeton de la Foire du Trool,15,Ressource
1750,Poisson Pané,41,Poisson
1751,Poisson pané vidé,62,Poisson vidé
1752,Poisson pané frit **,49,Poisson comestible
1753,Poisson pané frit ***,49,Poisson comestible
1754,Poisson Igloo,41,Poisson
1755,Poisson Igloo vidé,62,Poisson vidé
1756,Poisson pané frit ****,49,Poisson comestible
1757,Crabe Sourimi,41,Poisson
1758,Crabe Sourimi vidé,62,Poisson vidé
1759,Crabe Sourimi Exotique,41,Poisson
1760,Crabe Sourimi exotique vidé,62,Poisson vidé
1761,Poisson Chaton vidé,62,Poisson vidé
1762,Poisson Tigre,41,Poisson
1763,Poisson Tigre vidé,62,Poisson vidé
1764,Bâton de crabe **,49,Poisson comestible
1765,Bâton de crabe ***,49,Poisson comestible
1766,Bâton de crabe ****,49,Poisson comestible
1767,Poisson-Chaton fumé **,49,Poisson comestible
1768,Poisson-Chaton fumé ***,49,Poisson comestible
1769,Poisson-Tigre fumé ****,49,Poisson comestible
1770,Bout de Blop Coco,15,Ressource
1771,Souris verte,15,Ressource
1772,Fleur de Blop Coco,35,Fleur
1773,Bout de Blop Reinette,15,Ressource
1774,Fleur de Blop Reinette,35,Fleur
1775,Bout de Blop Griotte,15,Ressource
1776,Fleur de Blop Griotte,35,Fleur
1777,Bout de Blop Indigo,15,Ressource
1778,Fleur de Blop Indigo,35,Fleur
1779,Bar Rikain,41,Poisson
1780,Bar Rikain vidé,62,Poisson vidé
1781,Greu-vette vidée,62,Poisson vidé
1782,Goujon,41,Poisson
1783,Goujon vidé,62,Poisson vidé
1784,Raie Bleue,41,Poisson
1785,Raie bleue vidée,62,Poisson vidé
1786,Greu-vette Horreur,41,Poisson
1787,Greu-vette Horreur vidé,62,Poisson vidé
1788,Raie de Farle,41,Poisson
1789,Raie de Farle vidée,62,Poisson vidé
1790,Goujon Kiye,41,Poisson
1791,Goujon Kiye vidé,62,Poisson vidé
1792,Bar Iton,41,Poisson
1793,Bar Iton vidé,62,Poisson vidé
1794,Carpe d'Iem,41,Poisson
1795,Carpe d'Iem vidée,62,Poisson vidé
1796,Carpette des sables,41,Poisson
1797,Carpette des sables vidée,62,Poisson vidé
1798,Kralamoure vidé,62,Poisson vidé
1799,Kralamoure Unique,41,Poisson
1800,Kralamoure Unique vidé,62,Poisson vidé
1801,Perche,41,Poisson
1802,Perche vidée,62,Poisson vidé
1803,Chaton-Perche,41,Poisson
1804,Chaton-perche vidé,62,Poisson vidé
1805,Sardine Brillante,41,Poisson
1806,Sardine Brillante vidée,62,Poisson vidé
1807,Sardine Sombre,41,Poisson
1808,Sardine Sombre vidée,62,Poisson vidé
1809,Bar grillé **,49,Poisson comestible
1810,Bar grillé ***,49,Poisson comestible
1811,Beignet de Greu-vette **,49,Poisson comestible
1812,Beignet de Greu-vette ***,49,Poisson comestible
1813,Goujon en tranche **,49,Poisson comestible
1814,Goujon en tranche ***,49,Poisson comestible
1815,Aile de Raie **,49,Poisson comestible
1816,Aile de Raie ***,49,Poisson comestible
1817,Carpe vapeur ****,49,Poisson comestible
1818,Carpe vapeur **,49,Poisson comestible
1819,Carpe vapeur ***,49,Poisson comestible
1820,Kralamoure grillé **,49,Poisson comestible
1821,Kralamoure grillé ***,49,Poisson comestible
1822,Perche sautée,49,Poisson comestible
1823,Perche sautée ***,49,Poisson comestible
1824,Perche sautée ****,49,Poisson comestible
1825,Sardine à l'huile **,49,Poisson comestible
1826,Sardine à l'huile ***,49,Poisson comestible
1827,Sardine à l'huile ****,49,Poisson comestible
1828,Bar grillé ****,49,Poisson comestible
1829,Beignet de Greu-vette ****,49,Poisson comestible
1830,Goujon en tranche ****,49,Poisson comestible
1831,Aile de Raie ****,49,Poisson comestible
1832,Truite flambée **,49,Poisson comestible
1833,Truite flambée ***,49,Poisson comestible
1834,Truite flambée ****,49,Poisson comestible
1835,Brochet farci **,49,Poisson comestible
1836,Brochet farci ***,49,Poisson comestible
1837,Brochet farci ****,49,Poisson comestible
1838,Requin aux épices **,49,Poisson comestible
1839,Requin aux épices ***,49,Poisson comestible
1840,Requin aux épices ****,49,Poisson comestible
1844,Truite,41,Poisson
1845,Truite vidée,62,Poisson vidé
1846,Truite Ancestrale,41,Poisson
1847,Brochet,41,Poisson
1848,Brochet vidé,62,Poisson vidé
1849,Brochet Tupe-Halett,41,Poisson
1851,Brochet Tupe-Halett vidé,62,Poisson vidé
1852,Requin marteau-faucille vidé,62,Poisson vidé
1853,Requin Marché-Libre,41,Poisson
1854,Requin marché-libre vidé,62,Poisson vidé
1859,Kralamoure grillé ****,49,Poisson comestible
1860,Canne Harpon,20,Outil
1861,La Grande Perche,20,Outil
1862,Le Bâton d'Amour,20,Outil
1863,Canne à Chô,20,Outil
1864,L'aiguille à Tricoter,20,Outil
1865,Canne Cubique,20,Outil
1866,Canne à Pêche Standard,20,Outil
1867,Grande Canne à Pêche,20,Outil
1868,Canne à Pêche Téléscopique,20,Outil
1869,Arracheur de Dents,24,Objet de Quête
1870,Dent de bouftou,24,Objet de Quête
1871,Collier,24,Objet de Quête
1872,Poudre à canon,24,Objet de Quête
1873,Bloc de pierre,24,Objet de Quête
1874,Venin de scorbute,24,Objet de Quête
1875,Faux du Maître Corbac,24,Objet de Quête
1876,Formulaire d'inspection,24,Objet de Quête
1877,Hood troué,24,Objet de Quête
1878,Carte spéciale,24,Objet de Quête
1879,Caisse d'armes blanches,24,Objet de Quête
1880,Boîte de Chabon,24,Objet de Quête
1881,Boue,24,Objet de Quête
1882,Fleurs de Blop concassé,24,Objet de Quête
1883,Collier réparé,24,Objet de Quête
1889,Plume de Corbac,53,Plume
1890,Poil de Kanigrou,54,Poil
1891,Peau de serpentin,59,Peau
1892,Plume du Maître Corbac,53,Plume
1893,Queue de scorbute,65,Queue
1894,Poil de Sanglier des Plaines,54,Poil
1895,Bière du Feubuk,37,Bière
1896,Viande d'Oiseau,63,Viande
1897,Viande d'Oiseau **,63,Viande
1898,Chair de Larve,63,Viande
1899,Chair de Larve **,63,Viande
1900,Chair de Larve ***,63,Viande
1901,Cuisse de Wabbit ****,63,Viande
1902,Cuisse de Wabbit,63,Viande
1903,Cuisse de Wabbit **,63,Viande
1904,Dragocoiffe Blanche,16,Chapeau
1905,Cuisse de Wabbit ***,63,Viande
1907,Oreilles de Lapineupe,16,Chapeau
1908,Casque du Chafer,16,Chapeau
1910,Cape Ouginak,17,Cape
1911,Cuisse de Boufton,63,Viande
1912,Cuisse de Bouftou **,63,Viande
1913,Cuisse de Bouftou ***,63,Viande
1914,Cuisse de Bouftou ****,63,Viande
1915,Chair d'Insecte,63,Viande
1916,Chair d'Insecte **,63,Viande
1917,Carré de Porc,63,Viande
1918,Carré de Porc **,63,Viande
1919,Carré de Porc ****,63,Viande
1920,Badge Bontarien,24,Objet de Quête
1921,Carré de Porc ***,63,Viande
1922,DragoViande,63,Viande
1923,DragoViande **,63,Viande
1924,DragoViande ***,63,Viande
1925,Permission de 24 heures,24,Objet de Quête
1926,DragoViande ****,63,Viande
1927,Museau,63,Viande
1928,Défense de sanglier agressif,24,Objet de Quête
1929,Museau **,63,Viande
1930,Museau ***,63,Viande
1931,Katana ébréché,24,Objet de Quête
1932,Katana rénové,24,Objet de Quête
1933,Viande d'Oiseau ****,63,Viande
1934,Couteau de Chasse,20,Outil
1935,Chèque de 100000 kamas,24,Objet de Quête
1936,Hache de chasse,20,Outil
1937,Rapport d'espionnage,24,Objet de Quête
1938,Lame de chasse,20,Outil
1939,Lance de Chasse,20,Outil
1940,Marteau de chasse,20,Outil
1941,Pelle Chasseuse,20,Outil
1942,Arc de Chasse,20,Outil
1943,Baguette de Chasse,20,Outil
1944,Crache Boulette,20,Outil
1945,Hachoir de Boucher,20,Outil
1946,Hachoir de poissonnier,20,Outil
1947,Nuggets,69,Viande comestible
1948,Nuggets **,69,Viande comestible
1949,Larve croque-sel,69,Viande comestible
1950,Larve croque-sel **,69,Viande comestible
1951,Larve croque-sel ***,69,Viande comestible
1952,Boulettes d'Insecte,69,Viande comestible
1953,Boulettes d'Insecte **,69,Viande comestible
1954,Cuisse de bouftou rôti,69,Viande comestible
1955,Cuisse de bouftou rôti **,69,Viande comestible
1956,Cuisse de bouftou rôti ***,69,Viande comestible
1957,Cuisse de bouftou rôti ****,69,Viande comestible
1958,Bifstèque de Dragoviande,69,Viande comestible
1959,Bifstèque de Dragoviande **,69,Viande comestible
1960,Bifstèque de Dragoviande ***,69,Viande comestible
1961,Bifstèque de Dragoviande ****,69,Viande comestible
1962,Wabbit gwillé,69,Viande comestible
1963,Wabbit gwillé **,69,Viande comestible
1964,Wabbit gwillé ***,69,Viande comestible
1965,Wabbit gwillé ****,69,Viande comestible
1966,Jambon cuit,69,Viande comestible
1967,Jambon cuit **,69,Viande comestible
1968,Jambon cuit ***,69,Viande comestible
1969,Jambon cuit ****,69,Viande comestible
1970,Salade de Museau,69,Viande comestible
1971,Salade de Museau **,69,Viande comestible
1972,Salade de Museau ***,69,Viande comestible
1973,Huile à frire,60,Huile
1974,Feuille de Salace,68,Légume
1975,Oignon,68,Légume
1976,Truite Ancestrale vidée,62,Poisson vidé
1977,Epices,15,Ressource
1978,Mesure de Poivre,15,Ressource
1980,Raide,30,Malédiction
1981,Stupidité,30,Malédiction
1982,Souplesse,29,Bénédiction
1983,Graisse de Gelée,15,Ressource
1984,Graisse de Biblop,15,Ressource
1985,Résine d'Abraknyde,15,Ressource
1986,Poudre Temporelle,48,Poudre
1987,Viande d'Oiseau Conservée,64,Viande conservée
1988,Viande d'Oiseau Conservée **,64,Viande conservée
1989,Viande d'Oiseau Conservée ****,64,Viande conservée
1990,Chair de Larve Conservée,64,Viande conservée
1991,Chair de Larve Conservée **,64,Viande conservée
1992,Chair de Larve Conservée ***,64,Viande conservée
1993,Chair d'Insecte Conservée,64,Viande conservée
1994,Chair d'Insecte Conservée **,64,Viande conservée
1995,Cuisse de Bouftou Conservée,64,Viande conservée
1997,Cuisse de Bouftou Conservée **,64,Viande conservée
1998,Cuisse de Bouftou Conservée ***,64,Viande conservée
1999,Cuisse de Bouftou Conservée ****,64,Viande conservée
2000,Cuisse de Wabbit Conservée,64,Viande conservée
2001,Cuisse de Wabbit Conservée **,64,Viande conservée
2002,Cuisse de Wabbit Conservée ***,64,Viande conservée
2003,Cuisse de Wabbit Conservée ****,64,Viande conservée
2004,Carré de Porc Conservé,64,Viande conservée
2005,Carré de Porc Conservé **,64,Viande conservée
2006,Carré de Porc Conservé ***,64,Viande conservée
2007,Carré de Porc Conservé ****,64,Viande conservée
2008,Museau Conservé,64,Viande conservée
2009,Museau Conservé **,64,Viande conservée
2010,Museau Conservé ***,64,Viande conservée
2012,Sang de Scorbute,15,Ressource
2013,Nuggets ****,69,Viande comestible
2014,Dragoviande Conservée,64,Viande conservée
2015,Dragoviande Conservée **,64,Viande conservée
2016,Dragoviande Conservée ***,64,Viande conservée
2017,Dragoviande Conservée ****,64,Viande conservée
2018,Blé d'Or,34,Céréale
2019,Farine de Blé Magique,52,Farine
2020,Pain Doré,33,Pain
2021,Houblon Brillant,34,Céréale
2022,Farine de Houblon Magique,52,Farine
2024,Briochette,33,Pain
2025,Briochette magique,33,Pain
2026,Lin Tempête,34,Céréale
2027,Farine de Lin magique,52,Farine
2028,Pain consistant magique,33,Pain
2029,Seigle Résistant,34,Céréale
2030,Farine de Seigle Magique,52,Farine
2031,Pain de Seigle Résistant,33,Pain
2032,Orge en Sucre,34,Céréale
2033,Farine d'Orge en Sucre,52,Farine
2034,Sucre d'Orge,42,Friandise
2035,Chanvre Euphorique,34,Céréale
2036,Avoine Aurifère,34,Céréale
2037,Farine d'Avoine Aurifère,52,Farine
2038,Pain aux Flocons d'Avoine Aurifère,33,Pain
2039,Marque de test du chasseur,24,Objet de Quête
2040,Coffre caché de Tsog,24,Objet de Quête
2041,Cuisse malodorante de Bouftou,24,Objet de Quête
2042,Os de Mak Gahan,24,Objet de Quête
2043,Nom de l'assassin griffoné,24,Objet de Quête
2044,Bière du Chabrulé,37,Bière
2045,Reçu de caisse,24,Objet de Quête
2046,Clef de Brâkmar,24,Objet de Quête
2047,Liste des soldats prenant leur pause,24,Objet de Quête
2048,Liste des soldats prenant leur pause,24,Objet de Quête
2049,Aveux du Guerrier Xale DuGros,24,Objet de Quête
2050,Aveux de Guerrier Nager Nacmeil,24,Objet de Quête
2051,Aveux Bishom Pot,24,Objet de Quête
2052,Permission signée et datée,24,Objet de Quête
2053,Badge de milicien Allen Tokar,24,Objet de Quête
2054,Badge de milicien Tek Apout,24,Objet de Quête
2055,Badge de milicien Bill Iédebar,24,Objet de Quête
2056,Oeil de Corbac,109,Oeil
2058,Coeur de Brandon,15,Ressource
2059,Corbac Mort,15,Ressource
2060,Patte de Corbac,103,Patte
2061,Cape du Corbac,17,Cape
2062,Camouflage,31,Roleplay Buffs
2063,Bottes Volatiles,11,Botte
2064,Parchemin de Camouflage,14,Objet de dons
2065,Casque de chafer d'élite,24,Objet de Quête
2066,Bâton du Kanigrou,4,Bâton
2067,Potion d'oubli : Flamiche,43,Potion d'oubli de sort
2068,Potion d'oubli : Cawotte,43,Potion d'oubli de sort
2069,Potion d'oubli: 'Marteau de Moon',43,Potion d'oubli de sort
2070,Shako,16,Chapeau
2071,Potion d'oubli : 'Libération',43,Potion d'oubli de sort
2072,Potion d 'oubli : 'Foudroiement',43,Potion d'oubli de sort
2073,Potion d'oubli : 'Brokle',43,Potion d'oubli de sort
2074,Bwak de Feu,18,Familier
2075,Bwak d'Eau,18,Familier
2076,Bwak d'Air,18,Familier
2077,Bwak de Terre,18,Familier
2078,Testament d'Ixa Mustam,24,Objet de Quête
2079,Vin de Gloutovore,24,Objet de Quête
2080,Jus de Gloutovore,24,Objet de Quête
2081,Rapport de Finche Aticus,24,Objet de Quête
2082,Marcassin,32,Personnage suiveur
2083,Lettre d'Oto Mustam,24,Objet de Quête
2084,Réponse de Vil Smisse,24,Objet de Quête
2085,Bière de la Tabasse,37,Bière
2086,Bière du Alakarte,37,Bière
2087,Bière de la Bagrutte,37,Bière
2088,Bière de la Chopenbois,37,Bière
2089,Bière du Pinchaut,37,Bière
2090,Bière du Ferayeur,37,Bière
2091,Le Bwak : Bien l'élever,25,Document
2092,Le Chacha : Bien l'élever,25,Document
2093,Le Wabbit : Bien l'élever,25,Document
2094,Makroute Sombre,16,Chapeau
2095,Le Ours,16,Chapeau
2096,Dora Sombre de Brave,16,Chapeau
2097,Champo,16,Chapeau
2098,Certificat de Mise en Chanil : Bwak de Terre,77,Certificat de mise en chanil
2099,Certificat de Mise en Chanil : Bwak de Feu,77,Certificat de mise en chanil
2100,Certificat de Mise en Chanil : Bwak d'Eau,77,Certificat de mise en chanil
2101,Certificat de Mise en Chanil : Bwak d'Air,77,Certificat de mise en chanil
2102,Certificat de Mise en Chanil : Wabbit,77,Certificat de mise en chanil
2103,Formulaire de Welloy Cab,24,Objet de Quête
2104,Kraignosse,16,Chapeau
2105,Formulaire de rapport vierge,24,Objet de Quête
2106,Liste d'Appâts pour pêcheur,24,Objet de Quête
2107,Appâts spéciaux,24,Objet de Quête
2108,Badge de Tabach,24,Objet de Quête
2109,Badge de Ybaul,24,Objet de Quête
2110,Badge d'Aigurraf,24,Objet de Quête
2111,L'âme du pêcheur,25,Document
2112,L'âme du chasseur,25,Document
2114,Aliment inconnu,15,Ressource
2116,Recette de la Nocabregor,24,Objet de Quête
2117,Dent de Croc Gland enragé,24,Objet de Quête
2118,Cape Brâkmarienne,17,Cape
2119,Cape Bontarienne,17,Cape
2120,Paroles d'Ixa Mustam,24,Objet de Quête
2121,Paroles de Tsog,24,Objet de Quête
2122,Lettre d'invitation pour la cérémonie,24,Objet de Quête
2123,Recette du Sonacixem,24,Objet de Quête
2124,Formulaire d'inspection rempli,24,Objet de Quête
2127,Lettre de Zeurg,24,Objet de Quête
2128,Clairvoyance,31,Roleplay Buffs
2129,Touffe de cheveux de Dike Tarak,24,Objet de Quête
2130,Colonel Lyeno,32,Personnage suiveur
2131,Decret de la taxe 51-11b,24,Objet de Quête
2132,Houé Dapyus,32,Personnage suiveur
2133,Chèque de la Taverne Chabrulé,24,Objet de Quête
2134,Trof Hapyus,32,Personnage suiveur
2135,Chèque de la Taverne Bwork Ivre,24,Objet de Quête
2136,Chèque de la Taverne Chez Djaul,24,Objet de Quête
2137,Chèque de la Taverne GothGrotte 13,24,Objet de Quête
2138,Chèque de la Taverne Au Ver d'Os,24,Objet de Quête
2139,Liste de Danathor,24,Objet de Quête
2140,Enveloppe,24,Objet de Quête
2141,Poumon de la plaine,24,Objet de Quête
2143,Clé des Mercenaires,15,Ressource
2144,Champo Banal,24,Objet de Quête
2145,Broche de Sbab,24,Objet de Quête
2146,Aveux d'Oni Tnec,24,Objet de Quête
2147,Poison de scorbute,24,Objet de Quête
2148,Compte-rendu interrogatoire,24,Objet de Quête
2149,Badge d'Oni Tnec,24,Objet de Quête
2150,Graine de scorbute,58,Graine
2151,Blopisier empoisonné,33,Pain
2152,Colonel Lyeno,32,Personnage suiveur
2153,Badge de Lyeno,24,Objet de Quête
2154,Bague De Sendar,9,Anneau
2155,Amulette de Jiva,1,Amulette
2156,Epée de Justice,6,Epée
2157,Clint,16,Chapeau
2158,Lettre d'Oto Mustam pour Sbab,24,Objet de Quête
2159,Parchemin de Courage,14,Objet de dons
2160,Parchemin Décourageant,14,Objet de dons
2161,Parchemin de Souplesse,14,Objet de dons
2162,Parchemin de Raideur,14,Objet de dons
2163,Armistice,31,Roleplay Buffs
2164,Echantillon de lave,24,Objet de Quête
2165,Echantillon de lave,24,Objet de Quête
2166,Echantillon de lave,24,Objet de Quête
2167,Echantillon de lave,24,Objet de Quête
2168,Debut de rapport,24,Objet de Quête
2169,Raaga,32,Personnage suiveur
2170,Epée de Mercenaire,6,Epée
2171,Rapport de Raaga,24,Objet de Quête
2172,Liste d'échantillons à trouver,24,Objet de Quête
2173,Les secrets du langage écureuil,25,Document
2174,Laisser-Passer Quartiers d'interrogation,24,Objet de Quête
2175,Menace de l'intendant,24,Objet de Quête
2176,Adresse de Rimaraf,24,Objet de Quête
2177,Broche de Danathor,24,Objet de Quête
2178,Formulaire d'enquête n°36,80,Objet de mission
2179,Dent de Dragodinde,47,Os
2180,Compte-rendu interrogatoire,24,Objet de Quête
2181,Compte-rendu interrogatoire,24,Objet de Quête
2182,Carte d'un enqueteur,24,Objet de Quête
2183,Potion d'oubli de métier : Pêcheur,44,Potion d'oubli de métier
2184,Potion d'oubli de métier : Poissonnier,44,Potion d'oubli de métier
2185,Potion d'oubli de métier : Chasseur,44,Potion d'oubli de métier
2186,Potion d'oubli de métier : Boucher,44,Potion d'oubli de métier
2187,Pichon Eud'Compet,41,Poisson
2188,Canne à Pichon,20,Outil
2189,Certificat de bon vote,24,Objet de Quête
2190,Formulaire d'enquête n°33,80,Objet de mission
2191,Certificat de mauvais vote,24,Objet de Quête
2192,Documents volés,24,Objet de Quête
2193,Touffe de cheveux de Puja,24,Objet de Quête
2194,Pense-bête,24,Objet de Quête
2195,Dent,24,Objet de Quête
2196,Connaissance,29,Bénédiction
2197,La Force Divorce,14,Objet de dons
2198,Parchemin de Connaissance,14,Objet de dons
2199,Parchemin de Stupidité,14,Objet de dons
2200,Menace de Satirev Refibrom,24,Objet de Quête
2201,Sérénité,29,Bénédiction
2202,Sénilité,30,Malédiction
2203,Parchemin de Modération,14,Objet de dons
2204,Parchemin de Sénilité,14,Objet de dons
2205,Changement d'ordre,24,Objet de Quête
2206,Aubaine,29,Bénédiction
2207,Papier de détention,24,Objet de Quête
2208,Guigne,30,Malédiction
2209,Parchemin d'Aubaine,14,Objet de dons
2210,Parchemin de Guigne,14,Objet de dons
2211,Costume Iopesque,14,Objet de dons
2212,Costume Xeloresque,14,Objet de dons
2213,Costume Sadidesque,14,Objet de dons
2214,Iop attitude,31,Roleplay Buffs
2215,Xélor attitude,31,Roleplay Buffs
2216,Sadida attitude,31,Roleplay Buffs
2217,Costume Fecaesque,14,Objet de dons
2218,Féca attitude,31,Roleplay Buffs
2219,Costume Eniripsesque,14,Objet de dons
2220,Eniripsa attitude,31,Roleplay Buffs
2221,Costume Enutrofesque,14,Objet de dons
2222,Enutrof attitude,31,Roleplay Buffs
2223,Costume Sacriesque,14,Objet de dons
2224,Sacrieur attitude,31,Roleplay Buffs
2225,Costume Sramesque,14,Objet de dons
2226,Sram attitude,31,Roleplay Buffs
2227,Costume Osamodesque,14,Objet de dons
2228,Osamodas attitude,31,Roleplay Buffs
2229,Costume Ecaflipesque,14,Objet de dons
2230,Ecaflip attitude,31,Roleplay Buffs
2231,Costume Craesque,14,Objet de dons
2232,Crâ attitude,31,Roleplay Buffs
2233,La Croqueuse,10,Ceinture
2234,Bonta Attitude,31,Roleplay Buffs
2235,Brâkmar Attitude,31,Roleplay Buffs
2236,Costume Bontesque,14,Objet de dons
2237,Costume Brâkmaresque,14,Objet de dons
2239,Poudre d'Eniripsa,48,Poudre
2240,Petite Fée d'Artifice Rouge,74,Fée d'artifice
2241,Gelée Menthe Royale,110,Gelée
2242,Gelée Fraise Royale,110,Gelée
