id,name,category_id
3120,Epée de Wonague,6
3121,Epée du Risdar,6
3122,Epée du Aelyake,6
3123,Epée de Esukur,6
3124,Epée du Itezei,6
3125,Epée de Exege,6
3126,Epée de Nubakope,6
3127,Epée de Ubotibie,6
3128,Epée du Kogeced,6
3129,Epée de Storpur,6
3130,Epée du Tilepeuf,6
3131,Epée de Alaly,6
3132,Epée de Tuthefil,6
3133,Epée de Wemama,6
3134,Epée du Riruh,6
3135,Epée du Igeroth,6
3136,Epée de Ekekir,6
3137,Epée de Elmidepr,6
3138,Epée du Eredlag,6
3139,Epée de Ukanadra,6
3140,Epée du Otokain,6
3141,Epée du Uteknef,6
3142,Epée de Ekohu,6
3143,Epée du Aturerun,6
3144,Epée du Ilele,6
3145,Epée de Icuste,6
3146,Epée du Gudinake,6
3147,Epée de Thorederoh,6
3148,Epée du Somoce,6
3149,Epée de Sucupret,6
3150,Epée de Vezel,6
3151,Epée du Osukul,6
3152,Epée de Kibaxuta,6
3153,Epée de Uhusto,6
3154,Epée de Piberuf,6
3155,Epée du Kromaker,6
3156,Epée du Gilupog,6
3157,Epée du Flesin,6
3158,Epée de Outugo,6
3159,Epée de Hudure,6
3160,Epée de Fihutuvu,6
3161,Epée de Larabobyb,6
3162,Epée de Gaflim,6
3163,Epée de Dafulaille,6
3164,Epée de Terere,6
3165,Epée du Udanam,6
3166,Epée du Aelab,6
3167,Epée du Rokil,6
3168,Epée de Scoxese,6
3169,Epée de Lotom,6
3170,Epée de Ourekrten,6
3171,Epée du Ragora,6
3172,Epée de Ozeufluo,6
3173,Epée de Ekereno,6
3174,Epée du Nirogim,6
3175,Epée du Agrur,6
3176,Epée du Gapuh,6
3177,Epée de Aelewawac,6
3178,Epée du Nifuh,6
3179,Epée de Lanam,6
3180,Epée de Lisolomev,6
3181,Epée de Hububaci,6
3182,Epée de Hupriket,6
3183,Epée de Satekog,6
3184,Epée du Fonae,6
3185,Epée de Nisudidli,6
3186,Epée du Arurev,6
3187,Epée de Emovlemo,6
3188,Epée du Grukireu,6
3189,Epée de Aelowawe,6
3190,Epée de Lifufaille,6
3191,Epée de Kugruk,6
3192,Epée de Krekece,6
3193,Epée de Gumagi,6
3194,Epée de Udojisth,6
3195,Epée du Ronit,6
3196,Epée du Lekahut,6
3197,Epée de Soset,6
3198,Epée de Ifefuli,6
3199,Epée de Tijako,6
3200,Epée du Molec,6
3201,Epée de Famufoke,6
3202,Epée de Zemuz,6
3203,Anneau Tribal,9
3204,Ceinture Bontarienne,10
3205,Ceinture Brâkmarienne,10
3206,La Xerbo,10
3207,Bottes de Satisfaction,11
3208,Slip de Bwork Archer,56
3209,Scalp de Bwork Mage,15
3210,Epée de Ragnetes,6
3211,Epée de Hulurig,6
3212,Epée de Secasoche,6
3213,Epée de Gebag,6
3214,Epée de Cerorate,6
3215,Epée de Sivevi,6
3216,Epée de Utoxe,6
3217,Epée de Lavalu,6
3218,Epée du Krobaxoba,6
3219,Epée de Iborori,6
3220,Epée de Tofyta,6
3221,Epée de Kasterug,6
3222,Epée de Estar,6
3223,Epée de Zyufillion,6
3224,Epée de Orunagag,6
3225,Epée de Laldar,6
3226,Epée de Agunadlo,6
3227,Epée du Huhukego,6
3228,Epée de Akiteudo,6
3229,Epée de Thoradog,6
3230,Epée de Tetum,6
3231,Epée de Kulujuk,6
3232,Epée de Thorogeda,6
3233,Epée du Ukiniher,6
3234,Epée de Avogocop,6
3235,Epée de Kukegr,6
3236,Epée de Dorehek,6
3237,Epée du Kinuvige,6
3238,Epée de Letilihu,6
3239,Epée du Egelibu,6
3240,Epée du Alalag,6
3241,Epée de Onaidum,6
3242,Epée du Apleg,6
3243,Epée de Wulalelu,6
3244,Epée de Alunavim,6
3245,Epée du Mihatoru,6
3246,Epée de Vlele,6
3247,Epée de Vrebibel,6
3248,Epée de Ehekit,6
3249,Epée de Varkehe,6
3250,Epée de Hesroth,6
3251,Epée de Varkugepe,6
3252,Epée du Hekese,6
3253,Epée de Catusotu,6
3254,Epée de Larabifiru,6
3255,Epée de Nirytetas,6
3256,Epée de Aturul,6
3257,Epée du Hamumixo,6
3258,Epée du Vafusura,6
3259,Epée de Varkisekut,6
3260,Epée de Gakuda,6
3261,Epée de Sekekapo,6
3262,Epée de Tokag,6
3263,Epée du Bilenpur,6
3264,Epée de Lalomnef,6
3265,Epée de Lileniru,6
3266,Epée de Rurigar,6
3267,Epée de Grokert,6
3268,Epée de Halypaul,6
3269,Epée de Aquejineno,6
3270,Epée de Rhude,6
3271,Epée du Balofeau,6
3272,Epée de Rahelena,6
3273,Epée de Aotohet,6
3274,Epée de Nostam,6
3275,Epée de Adili,6
3276,Epée de Kroruth,6
3277,Epée de Srubele,6
3278,Epée du Husimuh,6
3279,Epée de Lipemame,6
3280,Epée de Uledir,6
3281,Epée de Rewylibie,6
3282,Epée de Naititag,6
3283,Epée de Flymoz,6
3284,Epée de Ocokero,6
3285,Epée de Ellalle,6
3286,Epée du Thorerures,6
3287,Epée de Mamestef,6
3288,Epée de Herekug,6
3289,Epée de Myplei,6
3290,Epée du Uwohenaw,6
3291,Epée de Netotuth,6
3292,Epée de Pavetava,6
3293,Epée du Ourekesuh,6
3294,Epée du Flavuf,6
3295,Epée de Horire,6
3296,Epée de Vlylepoe,6
3297,Epée du Mourour,6
3298,Epée de Ifefulf,6
3299,Epée de Ruruketon,6
3300,Epée du Unebut,6
3301,Epée de Rurathego,6
3302,Epée de Surevele,6
3303,Epée du Godotu,6
3304,Epée du Tegafdar,6
3305,Epée de Eurucoru,6
3306,Epée de Hahedor,6
3307,Epée du Oketuh,6
3308,Epée du Enucnef,6
3309,Epée du Ukokug,6
3310,Epée de Huguh,6
3311,Epée de Besumaku,6
3312,Epée de Ourene,6
3313,Epée du Auplepru,6
3314,Epée de Kavahusa,6
3315,Epée de Serukute,6
3316,Epée de Libeziel,6
3317,Epée du Varkasu,6
3318,Epée de Asehoca,6
3319,Epée de Fiholube,6
3320,Epée de Ukeda,6
3321,Epée de Shamabuc,6
3322,Epée de Thutes,6
3323,Epée du Fleceber,6
3324,Epée de Tebok,6
3325,Epée de Istego,6
3326,Epée de Huluffrit,6
3327,Epée du Ruredert,6
3328,Epée de Brenilafu,6
3329,Epée de Resosrud,6
3330,Epée de Lifituful,6
3331,Epée du Epusiku,6
3332,Epée de Kithehi,6
3333,Epée de Domodana,6
3334,Epée de Kifasum,6
3335,Epée du Tepas,6
3336,Epée de Luris,6
3337,Epée du Aquaebu,6
3338,Epée de Aquenabava,6
3339,Epée de Hecert,6
3340,Epée du Uguluj,6
3341,Epée de Ejevyfe,6
3342,Epée de Nupuraille,6
3343,Epée du Penarber,6
3344,Epée de Ramosi,6
3345,Epée du Dofluk,6
3346,Epée du Hegohorth,6
3347,Epée de Bilosudr,6
3348,Epée d'Osokure,6
3349,Epée d'Esretha,6
3350,Epée de Grokoche,6
3351,Epée de Grodimep,6
3352,Epée de Rokeryhu,6
3353,Epée d'Efufuc,6
3354,Epée d'Agalomo,6
3355,Epée du Geluteco,6
3356,Pelle Doudesque,8
3357,Marteau Tape Doigts,7
3359,Dague d'Efore,5
3360,Dague d'Ititub,5
3361,Dague de Zubolo,5
3362,Dague de Bwaba,5
3363,Dague de Feukuluf,5
3364,Dague de Humuda,5
3365,Dague de Nezetete,5
3366,Dague du Hokud,5
3367,Dague de Harurot,5
3368,Dague de Mamekber,5
3369,Dague de Dlaedos,5
3370,Dague de Evohalla,5
3371,Dague de Stresro,5
3372,Dague de Iluti,5
3373,Dague du Litielle,5
3374,Dague de Zilesuz,5
3375,Dague de Lecurif,5
3376,Dague de Meteu,5
3377,Dague de Obatitob,5
3378,Dague de Pelepev,5
3379,Dague de Iplevl,5
3380,Dague de Ufrudif,5
3381,Dague de Nirugotas,5
3382,Dague de Olezepl,5
3383,Dague de Thene,5
3384,Dague de Pilal,5
3385,Dague de Lotisri,5
3386,Dague du Birelil,5
3387,Dague de Nobela,5
3388,Dague du Domemefut,5
3389,Dague de Afelezu,5
3390,Dague de Deguci,5
3391,Dague d'Avagawe,5
3392,Dague d'Harmebeton,5
3393,Dague de Lurohu,5
3394,Dague de Segrillion,5
3395,Dague de Bofyf,5
3396,Dague de Molel,5
3397,Dague de Amphamase,5
3398,Dague de Elatalem,5
3399,Dague de Cyamabru,5
3400,Dague du Elamym,5
3401,Dague du Zarolel,5
3402,Dague de Aquapawe,5
3403,Dague de Alamice,5
3404,Dague de Fufotte,5
3405,Dague du Olehilu,5
3406,Dague de Urufub,5
3407,Dague du Oranadop,5
3408,Dague de Flinen,5
3409,Dague du Nevaille,5
3410,Dague de Thudebe,5
3411,Dague de Furemid,5
3412,Dague de Astokum,5
3413,Dague de Moleli,5
3414,Dague de Tevet,5
3415,Dague de Zezollu,5
3416,Dague du Venygoth,5
3417,Dague de Bamegel,5
3418,Dague de Rudeko,5
3419,Dague de Holene,5
3420,Dague de Otovabon,5
3421,Dague de Flaplelema,5
3422,Dague de Uluni,5
3423,Dague du Benovaille,5
3424,Dague de Vavehillion,5
3425,Dague de Sadifoce,5
3426,Dague de Biwilague,5
3427,Dague de Reduta,5
3428,Dague de Zetehely,5
3429,Dague de Nemokim,5
3430,Dague de Aleba,5
3431,Dague du Igudeju,5
3432,Dague de Sharekala,5
3433,Dague de Plemele,5
3434,Dague de Usurnef,5
3435,Dague du Necucane,5
3436,Dague de Vilot,5
3437,Dague du Elyvone,5
3438,Dague de Thoruthede,5
3439,Dague du Umesu,5
3440,Dague de Mamema,5
3441,Dague de Muplige,5
3442,Dague de Hamela,5
3443,Dague du Lamisu,5
3444,Dague de Alelae,5
3445,Dague du Pyogum,5
3446,Dague de Aomebel,5
3447,Dague de Matubus,5
3448,Dague de Emime,5
3449,Dague du Remuleva,5
3450,Dague de Lethifocof,5
3451,Dague du Zivolel,5
3452,Dague du Lalaplim,5
3453,Dague du Melefame,5
3454,Dague de Laewema,5
3455,Dague de Edacejac,5
3456,Dague du Ezavesi,5
3457,Dague de Zelivene,5
3458,Dague de Vabejere,5
3459,Dague du Divac,5
3460,Dague du Myuzalel,5
3461,Dague de Rugnoker,5
3462,Dague du Blufago,5
3463,Dague de Enobu,5
3464,Dague de Seduva,5
3465,Dague de Vlebevet,5
3466,Dague du Rugnegud,5
3467,Dague de Nazon,5
3468,Dague du Alognef,5
3469,Dague de Ulupome,5
3470,Dague de Flapegel,5
3471,Dague de Bleric,5
3472,Dague de Phabocadl,5
3473,Dague du Akust,5
3474,Dague du Laduie,5
3475,Dague du Efamaf,5
3476,Dague de Nisibet,5
3477,Dague du Zoble,5
3478,Dague de Bywudopa,5
3479,Dague du Eozovezo,5
3480,Dague de Iritim,5
3481,Dague de Etelei,5
3482,Dague du Lolole,5
3483,Dague du Drocotud,5
3484,Dague du Alitose,5
3485,Dague de Ougustec,5
3486,Dague de Themoi,5
3487,Dague de Olefeno,5
3488,Dague du Tolei,5
3489,Dague de Zulegeum,5
3490,Dague de Saudurus,5
3491,Dague de Nogoru,5
3492,Dague du Vubei,5
3493,Dague de Pevihem,5
3494,Dague du Umitdar,5
3495,Dague du Upuve,5
3496,Dague de Trasesu,5
3497,Dague du Edofu,5
3498,Dague de Hulihul,5
3499,Dague de Atufest,5
3500,Dague du Nevamete,5
3501,Dague de Icofem,5
3502,Dague de Thileufes,5
3503,Dague du Aleril,5
3504,Dague de Evolu,5
3505,Dague du Grali,5
3506,Dague de Doimotu,5
3507,Dague de Vylebe,5
3508,Dague du Lesafal,5
3509,Dague du Erudro,5
3510,Dague de Wogow,5
3511,Dague de Rugnurigat,5
3512,Dague de Ocyum,5
3513,Dague de Ilefe,5
3514,Dague de Osutin,5
3515,Dague de Ebogezan,5
3516,Dague de Retuk,5
3517,Dague de Lesoly,5
3518,Dague de Fihifumi,5
3519,Dague de Egexeme,5
3520,Dague de Felin,5
3521,Dague de Udupli,5
3522,Dague de Zuvab,5
3523,Dague de Ulutol,5
3524,Dague du Beseo,5
3525,Dague du Kurete,5
3526,Dague du Nybihogob,5
3527,Dague de Rastive,5
3528,Dague de Eolez,5
3529,Dague de Udacaxeg,5
3530,Dague de Ezola,5
3531,Dague de Otamilad,5
3532,Dague de Upokose,5
3533,Dague du Drukuf,5
3534,Dague du Shanof,5
3535,Dague de Elomei,5
3536,Dague de Vebol,5
3537,Dague de Ycewuse,5
3538,Dague de Melem,5
3539,Dague du Yhyulo,5
3540,Dague de Ovalenel,5
3541,Dague de Ilifa,5
3542,Dague du Yrasber,5
3543,Dague de Odahedus,5
3544,Dague de Seralose,5
3545,Dague de Elezo,5
3546,Dague de Sozetege,5
3547,Dague du Flyzel,5
3548,Dague de Aquanewul,5
3549,Dague de Zemupiel,5
3550,Dague de Lafaul,5
3551,Dague du Tenerake,5
3552,Dague du Eogeveti,5
3553,Dague de Myzevillion,5
3554,Dague de Rugnethuko,5
3555,Dague de Owugato,5
3556,Dague de Uladise,5
3557,Dague du Guhotu,5
3558,Dague de Ragnosot,5
3559,Dague d'Emeution,5
3560,Dague d'Olepev,5
3561,Dague de Abomirol,5
3562,Dague de Unorare,5
3563,Dague de Kufam,5
3564,Dague de Temelo,5
3565,Dague de Etehotov,5
3566,Dague de Botol,5
3567,Dague de Ozefibe,5
3568,Dague de Krobic,5
3569,Dague de Yuzybevy,5
3570,Dague de Ebabemov,5
3571,Dague du Uplaul,5
3572,Dague de Iluhame,5
3573,Dague du Scoxolelo,5
3574,Dague du Itefdar,5
3575,Dague du Upely,5
3576,Dague de Rivlun,5
3577,Dague du Obimat,5
3578,Dague d'Etaleur,5
3579,Dague de Ugaram,5
3580,Dague de Siteulun,5
3581,Dague de Kumefapre,5
3582,Dague d'Edgar,5
3583,Dague de Gouther,5
3584,Dague du Trogruk,5
3585,Dague d'Obukum,5
3586,Dague d'Oiduber,5
3587,Dague d'Otukule,5
3588,Dague de Ragnedede,5
3589,Dague de Thilibata,5
3590,Dague du Kotakust,5
3591,Dague de Jumim,5
3592,Dague de Aelelae,5
3593,Dague de Apaujyl,5
3594,Dague de Flymeloz,5
3595,Dague du Niolovi,5
3596,Dague de Pleloz,5
3597,Dague de Furado,5
3598,Dague d'Unefugi,5
3599,Dague de Mamefa,5
3600,Dague d'Egulux,5
3601,Dague d'Aligatito,5
3602,Dague de Sohunim,5
3603,Dague de Ebepolou,5
3604,Dague de Orira,5
3605,Dague de Oubiso,5
3606,Dague de Ezepole,5
3607,Dague du Lobolabe,5
3608,Dague du Rugokest,5
3609,Dague du Bukohomu,5
3610,Dague de Pumefam,5
3611,Dague du Evetelo,5
3612,Dague du Viblumi,5
3613,Dague d'Ugrinie,5
3614,Dague de Hoisiba,5
3615,Dague de Tebof,5
3616,Dague de Otusa,5
3617,Dague de Ehefafeh,5
3618,Dague du Tudib,5
3619,Dague de Olabab,5
3620,Dague de Pomep,5
3621,Dague du Agakur,5
3622,Dague de Adonop,5
3623,Dague de Amphyuwo,5
3624,Dague de Evevone,5
3625,Dague de Volul,5
3626,Dague de Cedagape,5
3627,Dague de Evoeleli,5
3628,Dague de Fumdifrit,5
3629,Dague de Brecag,5
3630,Dague de Uletet,5
3631,Dague de Atatimos,5
3632,Dague de Isuhaille,5
3633,Dague de Ofefefig,5
3634,Dague du Hogureke,5
3635,Dague de Tecocu,5
3636,Dague de Losubeve,5
3637,Dague de Nirufilu,5
3638,Dague de Senureru,5
3639,Dague du Felul,5
3640,Dague du Frete,5
3641,Dague d'Erotail,5
3642,Dague de Gubub,5
3643,Dague de Oenythab,5
3644,Dague de Anojeba,5
3645,Dague du Alalev,5
3646,Dague de Tuplylo,5
3647,La Thor-Boyaux,5
3648,Daguette du Captain Chafer,5
3649,Dague Rafeuse,5
3650,Dague Régah,5
3651,Dague Lutination,5
3652,Bâton de Marie Aigue,4
3653,Dague de Ourese,5
3654,Dague du Zarelomol,5
3655,Dague de Naisusa,5
3656,Dague de Tahak,5
3657,Dague de Eozub,5
3658,Dague de Upohi,5
3659,Dague de Sedum,5
3660,Dague de Cuhurerre,5
3661,Dague de Relem,5
3662,Dague du Pharamoka,5
3663,Dague de Reucedu,5
3664,Dague du Vibose,5
3665,Dague de Ouriketut,5
3666,Dague de Obafice,5
3667,Dague de Oumague,5
3668,Dague du Lihuli,5
3669,Dague d'Akurobig,5
3670,Dague de Kyhep,5
3671,Dague du Doumobede,5
3672,Dague de Fuhupa,5
3673,Dague de Rhukoh,5
3674,Dague du Utofet,5
3675,Dague de Acehofa,5
3676,Dague du Oplarev,5
3677,Dague de Kureukeu,5
3678,Dague du Mytezet,5
3679,Dague de Uhugrefi,5
3680,Dague du Orysat,5
3681,Dague d'Osomielle,5
3682,Dague de Bemiel,5
3683,Dague de Ripohefo,5
3684,Dague de Linuhi,5
3685,Dague de Mizeleo,5
3686,Dague du Lepezo,5
3687,Dague d'Horare,5
3688,Dague de Hamekosat,5
3689,Dague d'Ugluterre,5
3690,Dague de Zeloem,5
3691,Dague de Thazefle,5
3692,Dague de Niviful,5
3693,Dague de Thijeful,5
3694,Dague de Mutuke,5
3695,Dague de Salauvi,5
3696,Dague de Thorekeruh,5
3697,Dague de Mapleveb,5
3698,Dague de Leblam,5
3699,Dague de Zeleuziz,5
3700,Dague de Rhemehi,5
3701,Dague de Themeb,5
3702,Dague de Keprogu,5
3703,Dague de Useluf,5
3704,Dague du Thiladifas,5
3705,Dague du Sufufuhe,5
3706,Dague du Kauvowyl,5
3707,Dague de Nupit,5
3708,Dague du Kipim,5
3709,Dague de Aqueovavag,5
3710,Dague du Vivafefa,5
3711,Dague de Isamodub,5
3712,Dague du Etememuv,5
3713,Dague du Emebdar,5
3714,Dague de Aruri,5
3715,Dague de Fobep,5
3716,Dague de Torukati,5
3717,Dague de Aelefoma,5
3718,Dague du Hilara,5
3719,Dague de Ibemul,5
3720,Dague de Methei,5
3721,Dague du Ukerok,5
3722,Dague de Ufrifulf,5
3723,Dague de Lufamefu,5
3724,Dague de Vibezol,5
3725,Dague de Furufam,5
3726,Dague de Julurith,5
3727,Dague du Fougou,5
3728,Dague de Epubam,5
3729,Dague de Usovl,5
3730,Dague de Hekoruru,5
3731,Dague de Zaderapav,5
3732,Dague du Grotah,5
3733,Dague d'Efekiro,5
3734,Dague de Eleba,5
3735,Dague du Nirudauxo,5
3736,Dague du Bwabuse,5
3737,Dague de Bevimielle,5
3738,Dague du Metufef,5
3739,Dague de Elmulo,5
3740,Dague de Ugatode,5
3741,Dague du Uturuk,5
3742,Dague de Pumiveme,5
3743,Dague de Isozele,5
3744,Dague du Abebeh,5
3745,Dague de Varkuheh,5
3746,Dague de Krodeke,5
3747,Dague de Phahor,5
3748,Dague de Anelalle,5
3749,Dague de Mibifem,5
3750,Dague du Vinole,5
3751,Dague de Mangapa,5
3752,Dague de Ufarfla,5
3753,Dague de Mololo,5
3754,Dague du Lulivlil,5
3755,Dague d'Etolou,5
3756,Dague de Fufivul,5
3757,Dague de Tevemielle,5
3758,Dague de Thufam,5
3759,Dague de Etaemuie,5
3760,Dague de Urapi,5
3761,Dague de Tulknef,5
3762,Dague de Efocu,5
3763,Dague de Gileumel,5
3764,Dague de Guculim,5
3765,Dague de Ugefrit,5
3766,Dague de Letipeve,5
3767,Dague de Afilu,5
3768,Dague de Aqueles,5
3769,Dague du Aletelu,5
3770,Dague du Dutok,5
3771,Dague de Borefale,5
3772,Dague de Umifu,5
3773,Dague du Flalevru,5
3774,Dague de Masyl,5
3775,Dague du Thusahusar,5
3776,Dague de Oluzuma,5
3777,Dague de Leuhome,5
3778,Dague du Gozoimul,5
3779,Dague de Etokimo,5
3780,Dague de Ifudi,5
3781,Dague du Zigotho,5
3782,Dague de Olukico,5
3783,Dague de Ubulof,5
3784,Dague de Evumewau,5
3785,Dague du Elotiel,5
3786,Dague de Aquauli,5
3787,Dague de Ikelae,5
3788,Dague de Peteo,5
3789,Dague de Prefin,5
3790,Dague de Dofelam,5
3791,Dague du Flehfla,5
3792,Dague de Meloro,5
3793,Dague de Huciby,5
3794,Dague du Gestuli,5
3795,Dague de Libakum,5
3796,Dague de Thutasaf,5
3797,Dague de Mocohi,5
3798,Dague de Zelaleze,5
3799,Dague du Odomata,5
3800,Dague du Othodolu,5
3801,Dague de Pelteux,5
3802,Dague d'Asatucos,5
3803,Baton de Labetouille,4
3804,Baton d'Ulapek,4
3805,Baton du Waelew,4
3806,Baton d'Amhur,4
3807,Baton de Lomelov,4
3808,Baton du Litherfu,4
3809,Baton de Tigeno,4
3810,Baton d'Ufrege,4
3811,Baton d'Ofreleker,4
3812,Baton de Erela,4
3813,Baton de Hililu,4
3814,Baton de Grojedi,4
3815,Baton du Vomizela,4
3816,Baton de Elefepouf,4
3817,Baton d'Unebete,4
3818,Baton de Suhya,4
3819,Baton de Resotod,4
3820,Baton de Fepus,4
3821,Baton d'Alumin,4
3822,Baton d'Uxesage,4
3823,Baton de Xirev,4
3824,Baton de Aroinite,4
3825,Baton du Wejaro,4
3826,Baton de Frytuf,4
3827,Baton de Juvefeva,4
3828,Baton de Kuturika,4
3829,Baton de Sohibum,4
3830,Baton de Relocyra,4
3831,Baton de Prebuper,4
3832,Baton d'Afriolu,4
3833,Baton de Lopeau,4
3834,Baton de Ogetim,4
3835,Baton de Aeladague,4
3836,Baton du Rugnaku,4
3837,Baton de Leluhfrit,4
3838,Baton de Olevaz,4
3839,Baton de Eutain,4
3840,Baton de Epebumol,4
3841,Baton de Luvutali,4
3842,Baton de Rupere,4
3843,Baton de Eladolaw,4
3844,Baton de Beknef,4
3845,Baton du Goreh,4
3846,Baton de Nypelete,4
3847,Baton de Esufurom,4
3848,Baton de Suhiruf,4
3849,Baton du Bicuk,4
3850,Baton de Thoradekuh,4
3851,Baton du Egatuhyr,4
3852,Baton de Saekae,4
3853,Baton de Zuselo,4
3854,Baton d'Acoseude,4
3855,Baton de Erukaku,4
3856,Baton de Bucetim,4
3857,Baton du Lesiballe,4
3858,Baton de Lereuc,4
3859,Baton du Mavih,4
3860,Baton de Dutatipa,4
3861,Baton de Vumoel,4
3862,Baton de Flagisuh,4
3863,Baton du Fubruf,4
3864,Baton de Cuhop,4
3865,Baton de Ruhitetu,4
3866,Baton de Flukefef,4
3867,Baton d'Adamu,4
3868,Baton de Upuje,4
3869,Baton de Etahapa,4
3870,Baton de Romaroj,4
3871,Baton du Dosedim,4
3872,Baton du Thorere,4
3873,Baton du Ewabaul,4
3874,Baton de Vosoboc,4
3875,Baton du Kehuke,4
3876,Baton de Flaulahev,4
3877,Baton de Vefem,4
3878,Baton du Opobet,4
3879,Baton du Mifasti,4
3880,Baton de Strehete,4
3881,Baton de Harutaka,4
3882,Baton de Tegenolo,4
3883,Baton de Nikejoba,4
3884,Baton de Flinuf,4
3885,Baton de Aculepa,4
3886,Baton de Hiraeille,4
3887,Baton de Bezelin,4
3888,Baton de Cerukerre,4
3889,Baton de Relifupi,4
3890,Baton de Varkagah,4
3891,Baton du Futumi,4
3892,Baton de Metidaluk,4
3893,Baton de Lufulumel,4
3894,Baton du Kukot,4
3895,Baton de Oteponav,4
3896,Baton de Ulimelou,4
3897,Baton de Hafude,4
3898,Baton de Ausili,4
3899,Baton du Flalud,4
3900,Baton de Jisau,4
3901,Baton d'Ifecho,4
3902,Baton de Kujefaille,4
3903,Baton de Sekethet,4
3904,Baton de Luifurut,4
3905,Baton du Flefefuc,4
3906,Baton de Oflupipu,4
3907,Baton de Kuregour,4
3908,Baton de Cifise,4
3909,Baton d'Ijugomo,4
3910,Baton d'Aquapul,4
3911,Baton d'Atecuci,4
3912,Baton d'Akehpur,4
3913,Baton d'Igiplam,4
3914,Baton du Akohonop,4
3915,Baton de Setirici,4
3916,Baton d'Amimiru,4
3917,Baton de Aruhes,4
3918,Baton de Pezumo,4
3919,Baton de Rihem,4
3920,Baton de Ginar,4
3921,Baton de Pebev,4
3922,Baton du Horeho,4
3923,Baton de Fiyeule,4
3924,Baton de Lutife,4
3925,Baton de Fuhifufa,4
3926,Baton de Flimu,4
3927,Baton de Upihelih,4
3928,Baton du Maurim,4
3929,Baton de Fleke,4
3930,Baton de Kufixok,4
3931,Baton du Uhesul,4
3932,Baton de Koruheto,4
3933,Baton de Gahetexo,4
3934,Baton de Zezotiva,4
3935,Baton de Vaboub,4
3936,Baton du Thelerog,4
3937,Baton de Pakber,4
3938,Baton de Tatekoth,4
3939,Baton de Feutaf,4
3940,Baton de Lethulus,4
3941,Baton d'Aplaning,4
3942,Baton de Hufuni,4
3943,Baton de Ipufive,4
3944,Baton du Dogopur,4
3945,Baton du Elenez,4
3946,Baton du Ukathudo,4
3947,Baton de Rurikehe,4
3948,Baton du Fetusoli,4
3949,Baton d'Inurere,4
3950,Baton de Rificaille,4
3951,Baton d'Ubrehun,4
3952,Baton du Ligekik,4
3953,Baton de Soukede,4
3954,Baton de Lithudeul,4
3955,Baton de Tousog,4
3956,Baton du Lithahi,4
3957,Baton de Ulutas,4
3958,Baton de Furida,4
3959,Baton du Krevar,4
3960,Baton du Elole,4
3961,Baton de Ehotugu,4
3962,Baton de Tristen,4
3963,Baton de Sehuf,4
3964,Baton du Nabela,4
3965,Baton du Merus,4
3966,Baton de Elinielle,4
3967,Baton d'Efritas,4
3968,Baton de Etatu,4
3969,Baton du Elukogu,4
3970,Baton de Hereg,4
3971,Baton de Lamudace,4
3972,Baton de Tusraru,4
3973,Baton du Vupibie,4
3974,Baton de Ifresec,4
3975,Baton de Lifimam,4
3976,Baton du Arefaka,4
3977,Baton de Ogurapat,4
3978,Baton de Rusatoga,4
3979,Baton de Tugupu,4
3980,Baton de Ouresu,4
3981,Baton de Erusuho,4
3982,Baton du Luflukug,4
3983,Baton de Flepadute,4
3984,Baton de Ogifegaf,4
3985,Baton de Gladacy,4
3986,Baton du Ufegid,4
3987,Baton de Ofirepud,4
3988,Baton de Steug,4
3989,Baton du Ibihule,4
3990,Baton du Betifumi,4
3991,Baton du Gubalulu,4
3992,Baton du Uhutem,4
3993,Baton d'Akimipo,4
3994,Baton de Agele,4
3995,Baton du Lurodare,4
3996,Baton du Nybememet,4
3997,Baton du Dihus,4
3998,Baton de Epemete,4
3999,Baton de Malulo,4
4000,Baton de Ufrufalir,4
4001,Baton de Utonevez,4
4002,Baton de Hilibie,4
4003,Baton de Nuvudaso,4
4004,Baton du Geherm,4
4005,Baton du Ihevavu,4
4006,Baton de Kufisa,4
4007,Baton de Tumufame,4
4008,Baton du Femaf,4
4009,Baton de Uromorth,4
4010,Baton de Uzezolo,4
4011,Baton de Eugaboim,4
4012,Baton de Godoteko,4
4013,Baton du Ubijefic,4
4014,Baton de Lufelufu,4
4015,Baton du Muwih,4
4016,Baton de Udepinil,4
4017,Baton de Abefun,4
4018,Baton du Roukain,4
4019,Baton de Rihokour,4
4020,Baton de Agoconaw,4
4021,Baton de Ereus,4
4022,Baton du Thelemum,4
4023,Baton de Lisilo,4
4024,Baton du Iteky,4
4025,Baton du Ileceuhi,4
4026,Baton de Enolu,4
4027,Baton d'Amoor,4
4028,Baton de Elitufi,4
4029,Baton de Thororet,4
4030,Baton de Kaketal,4
4031,Baton de Bohoig,4
4032,Baton de Lawajuv,4
4033,Baton de Akurosr,4
4034,Baton de Otitus,4
4035,Baton de Zemetepe,4
4036,Baton du Zeveniv,4
4037,Baton du Prikuho,4
4038,Baton de Nebujit,4
4039,Baton de Fuluk,4
4040,Baton de Esevalle,4
4041,Baton de Rurehuser,4
4042,Baton de Pubam,4
4043,Baton de Midodrap,4
4044,Baton de Ipevulf,4
4045,Baton de Gostorak,4
4046,Baton d'Avaelo,4
4047,Baton d'Irovi,4
4048,Baton de Prunecad,4
4049,Baton de Egrucuki,4
4050,Baton de Aluneok,4
4051,Baton du Ufele,4
4052,Baton de Bregarad,4
4053,Baton du Imivoheb,4
4054,Baton du Thuror,4
